order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDC08076,2021-09-24,16:47:19,Dinner,NS,"[('Salmon', 5), ('Shrimp', 9), ('Fish&Chips', 1), ('Pasta', 10)]",1001.0,-37.8214426,144.9573199,0,9.337,15.5229984
ORDA05932,2021-02-19,09:31:16,Breakfast,BK,"[('Coffee', 7), ('Cereal', 9), ('Eggs', 5)]",323.5,-37.8028336,144.9519195,0,8.578,13.6966443
ORDJ09743,2021-03-28,10:52:23,Breakfast,TP,"[('Cereal', 2), ('Coffee', 7), ('Pancake', 4)]",167.5,-37.8125335,144.9376384,0,10.425,22.36159305
ORDJ02489,2021-03-06,10:01:41,Breakfast,TP,"[('Coffee', 2), ('Cereal', 5), ('Eggs', 7)]",258.0,-37.8007198,144.9623465,0,9.666,14.0965589
ORDA04314,2021-08-03,15:05:54,Lunch,BK,"[('Fries', 6), ('Burger', 8), ('Steak', 1)]",365.0,-37.8023819,144.9622054,0,7.909,20.85707505
ORDC03278,2021-12-22,19:49:51,Dinner,NS,"[('Fish&Chips', 7), ('Pasta', 3), ('Salmon', 3), ('Shrimp', 8)]",882.5,-37.816078,144.9641487,0,8.249,14.4547975
ORDC01582,2021-06-23,13:44:47,Lunch,NS,"[('Fries', 3), ('Chicken', 3)]",132.0,-37.8059306,144.9552821,0,8.024,19.858262699999997
ORDY09788,2021-07-14,14:25:21,Lunch,TP,"[('Salad', 7), ('Steak', 3)]",255.4,-37.8161176,144.9826679,0,9.129,12.6503587
ORDB01185,2021-07-18,14:35:29,Lunch,TP,"[('Salad', 10), ('Chicken', 6), ('Fries', 6), ('Steak', 2)]",526.0,-37.816669,145.008826,0,11.602,15.8797562
ORDY08929,2021-12-01,19:09:17,Dinner,TP,"[('Salmon', 7), ('Shrimp', 7)]",665.0,-37.8041929,144.967362,0,9.507,13.1805431
ORDX03437,2021-01-23,08:40:33,Breakfast,BK,"[('Eggs', 8), ('Cereal', 5), ('Pancake', 8)]",446.0,-37.8118901,144.9613941,0,7.762,15.6482445
ORDZ02881,2021-08-20,15:36:20,Lunch,NS,"[('Burger', 7), ('Chicken', 3), ('Fries', 10), ('Steak', 1)]",478.0,-37.8083294,144.9772997,0,7.439,13.3592963
ORDK07746,2021-09-23,16:47:19,Dinner,BK,"[('Shrimp', 1), ('Fish&Chips', 5), ('Salmon', 3)]",352.0,-37.8126884,144.9878742,0,5.469,12.6394125
ORDJ01563,2021-10-07,17:17:44,Dinner,TP,"[('Pasta', 5), ('Salmon', 5)]",342.5,-37.8180323,144.9668595,0,7.639,11.9955529
ORDC07542,2021-10-31,17:58:18,Dinner,NS,"[('Salmon', 7), ('Shrimp', 4), ('Pasta', 3)]",585.5,-37.8197989,144.9612984,0,8.906,16.95356
ORDB07759,2021-10-17,17:38:01,Dinner,TP,"[('Pasta', 5), ('Salmon', 2), ('Fish&Chips', 7)]",464.5,-37.809982,144.9645405,0,8.611,14.2379579
ORDA00246,2021-12-25,19:49:51,Dinner,BK,"[('Pasta', 4), ('Shrimp', 4), ('Fish&Chips', 2), ('Salmon', 4)]",560.0,-37.818828,144.9622987,0,7.907,17.2066629
ORDB00851,2021-07-07,14:15:12,Lunch,TP,"[('Chicken', 3), ('Burger', 3), ('Salad', 9), ('Fries', 8), ('Steak', 9)]",844.8,-37.8183743,144.9486428,0,9.013,12.3987275
ORDC00276,2021-11-19,18:38:52,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 3), ('Salmon', 6)]",643.5,-37.8125792,144.9690115,0,7.573,13.5290717
ORDX09056,2021-12-05,19:09:17,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 7)]",448.0,-37.8190077,144.9543041,0,8.678,17.9653858
ORDX04197,2021-03-10,10:11:49,Breakfast,BK,"[('Cereal', 3), ('Eggs', 4)]",144.0,-37.8070396,144.9985719,0,4.58,10.076874
ORDK07853,2021-10-07,17:17:44,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 10), ('Salmon', 6)]",556.0,-37.8023765,144.9631636,0,7.836,15.048126
ORDX06903,2021-03-27,10:42:15,Breakfast,BK,"[('Cereal', 4), ('Coffee', 7), ('Pancake', 10), ('Eggs', 10)]",551.0,-37.8218943,144.9939627,0,5.661,13.2310403
ORDX00741,2021-09-06,16:16:54,Dinner,BK,"[('Pasta', 1), ('Salmon', 8)]",355.5,-37.8100283,144.9906973,0,5.0,11.6462667
ORDI03953,2021-04-26,11:43:05,Breakfast,NS,"[('Eggs', 5), ('Coffee', 2), ('Pancake', 10)]",338.5,-37.8061103,144.9344397,0,9.99,15.3135305
ORDB07027,2021-07-20,14:35:29,Lunch,TP,"[('Fries', 1), ('Chicken', 3), ('Salad', 10), ('Burger', 2), ('Steak', 7)]",657.0,-37.8187328,145.0038814,0,10.959,13.7180447
ORDJ10374,2021-08-06,15:05:54,Lunch,TP,"[('Steak', 4), ('Salad', 5), ('Chicken', 3), ('Fries', 10), ('Burger', 4)]",606.0,-37.8001418,144.9625143,0,9.746,6.2235068
ORDZ08070,2021-12-31,20:00:00,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 10), ('Pasta', 10)]",707.0,-37.8233756,144.9781295,0,8.906,15.3549235
ORDB08228,2021-03-11,10:11:49,Breakfast,TP,"[('Eggs', 8), ('Cereal', 8), ('Coffee', 5)]",355.5,-37.8155691,145.001408,0,10.959,13.4671733
ORDA03690,2021-08-20,15:36:20,Lunch,BK,"[('Burger', 4), ('Steak', 4), ('Chicken', 4), ('Fries', 1), ('Salad', 4)]",512.8,-37.8200187,144.9612976,0,8.078,14.4312246
ORDY03517,2021-12-09,19:19:26,Dinner,TP,"[('Shrimp', 3), ('Pasta', 4), ('Fish&Chips', 8), ('Salmon', 9)]",921.0,-37.811351,144.9647781,0,8.449,12.4886364
ORDK03782,2021-05-21,12:33:48,Lunch,BK,"[('Salad', 1), ('Fries', 9)]",125.2,-37.8119582,144.9391759,0,9.958,15.1907286
ORDB11002,2021-04-16,11:22:49,Breakfast,TP,"[('Eggs', 8), ('Cereal', 4), ('Pancake', 6)]",381.5,-37.8244609,144.9874492,0,9.096,11.1798692
ORDJ03509,2021-02-23,09:41:24,Breakfast,TP,"[('Pancake', 3), ('Cereal', 10)]",266.75,-37.8041457,144.9458837,0,10.033,12.5056605
ORDY01518,2021-01-08,08:10:08,Breakfast,TP,"[('Eggs', 5), ('Cereal', 7)]",245.0,-37.8010389,144.9565145,1,9.631,6.2114049
ORDI09551,2021-01-18,08:30:25,Breakfast,NS,"[('Pancake', 6), ('Coffee', 2)]",144.5,-37.8133061,144.9603376,1,8.099,6.8725365
ORDZ03633,2021-02-05,09:00:50,Breakfast,NS,"[('Cereal', 2), ('Eggs', 2), ('Pancake', 10)]",304.5,-37.8122109,144.9683463,0,7.555,12.7113147
ORDZ07644,2021-01-02,08:00:00,Breakfast,NS,"[('Eggs', 1), ('Cereal', 2), ('Pancake', 3)]",127.75,-37.8006202,144.9780854,1,6.891,7.5513347
ORDK08872,2021-09-18,16:37:10,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 1), ('Shrimp', 3)]",252.0,-37.8241038,144.9905894,0,6.621,15.5854985
ORDK02747,2021-06-18,13:34:38,Lunch,BK,"[('Fries', 2), ('Steak', 5)]",249.0,-37.8042683,144.971431,0,7.1,12.5200301
ORDZ08674,2021-12-30,20:00:00,Dinner,NS,"[('Salmon', 3), ('Pasta', 10), ('Shrimp', 7), ('Fish&Chips', 6)]",986.0,-37.8013687,145.0046832,0,9.522,15.0159624
ORDA05955,2021-05-04,12:03:22,Lunch,BK,"[('Chicken', 4), ('Fries', 9), ('Burger', 10), ('Steak', 4), ('Salad', 7)]",846.4,-37.8122756,144.973739,0,6.776,12.0262233
ORDY04656,2021-01-07,08:10:08,Breakfast,TP,"[('Eggs', 2), ('Pancake', 9), ('Coffee', 2), ('Cereal', 6)]",373.25,-37.8203435,144.9740351,1,7.821,4.9533895
ORDI02196,2021-12-26,19:49:51,Dinner,NS,"[('Salmon', 4), ('Pasta', 1)]",191.5,-37.8165928,144.9320136,0,9.38,17.2758824
ORDI02544,2021-04-27,11:43:05,Breakfast,NS,"[('Eggs', 10), ('Pancake', 7), ('Cereal', 6)]",485.75,-37.7998828,144.9272705,0,11.005,16.016204
ORDB08722,2021-10-05,17:07:36,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 4)]",345.0,-37.8007405,144.9439472,0,10.583,14.1451524
ORDB08715,2021-03-20,10:32:06,Breakfast,TP,"[('Cereal', 9), ('Eggs', 10), ('Coffee', 6)]",423.0,-37.8070036,144.9695876,0,9.262,13.5551037
ORDZ03107,2021-06-19,13:34:38,Lunch,NS,"[('Fries', 7), ('Chicken', 6), ('Salad', 4), ('Steak', 3), ('Burger', 1)]",510.8,-37.8088685,144.9580942,0,7.828,15.9933182
ORDJ02302,2021-04-23,11:43:05,Breakfast,TP,"[('Eggs', 8), ('Cereal', 6)]",288.0,-37.815958,144.9506929,0,9.755,12.1760519
ORDY10001,2021-12-20,19:39:43,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 3)]",337.0,-37.8161932,144.963924,0,7.792,12.2540152
ORDB02840,2021-06-21,13:34:38,Lunch,TP,"[('Salad', 5), ('Burger', 3), ('Fries', 7), ('Chicken', 1), ('Steak', 6)]",565.0,-37.8041927,144.9587151,0,9.216,13.077047
ORDZ04334,2021-04-05,11:02:32,Breakfast,NS,"[('Eggs', 9), ('Coffee', 8)]",233.0,-37.8125353,144.9865756,0,8.576,6.75449335
ORDZ09786,2021-10-10,17:17:44,Dinner,NS,"[('Salmon', 6), ('Shrimp', 7)]",624.0,-37.8039953,144.936298,0,9.818,17.6304305
ORDC01459,2021-03-27,10:42:15,Breakfast,NS,"[('Pancake', 1), ('Coffee', 3), ('Eggs', 3), ('Cereal', 2)]",141.75,-37.8145859,144.9934439,0,9.344,16.5499898
ORDC09516,2021-10-12,17:27:53,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 5), ('Shrimp', 6), ('Pasta', 4)]",937.0,-37.8089151,144.9422901,0,10.794,16.5543819
ORDI10773,2021-11-14,18:28:43,Dinner,NS,"[('Shrimp', 7), ('Pasta', 4), ('Fish&Chips', 10)]",838.0,-37.8106491,144.9291724,0,10.521,18.5930971
ORDX08587,2021-10-31,17:58:18,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 1)]",227.5,-37.8116934,144.9565734,0,8.068,17.6546821
ORDA06480,2021-06-04,13:04:13,Lunch,BK,"[('Steak', 9), ('Salad', 10), ('Fries', 3)]",613.0,-37.8149802,144.9354243,0,10.309,15.6530268
ORDK09973,2021-01-30,08:50:42,Breakfast,BK,"[('Coffee', 2), ('Pancake', 3)]",77.75,-37.7998298,144.9841243,0,6.501,13.9800376
ORDB07473,2021-08-20,15:36:20,Lunch,TP,"[('Chicken', 7), ('Burger', 9), ('Salad', 4), ('Steak', 4)]",751.8,-37.8081797,144.9759102,0,9.228,19.35480135
ORDI04005,2021-02-21,09:41:24,Breakfast,NS,"[('Eggs', 4), ('Cereal', 9)]",264.0,-37.8035133,145.0193421,0,11.288,17.9756293
ORDK07031,2021-10-22,17:48:10,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 6), ('Pasta', 9)]",641.5,-37.8161861,145.0129418,0,4.028,5.5553368
ORDZ10096,2021-03-05,10:01:41,Breakfast,NS,"[('Cereal', 3), ('Pancake', 9), ('Coffee', 3), ('Eggs', 3)]",339.75,-37.803356,144.9618828,0,7.115,11.9133774
ORDA00145,2021-05-15,12:23:39,Lunch,BK,"[('Steak', 5), ('Salad', 7), ('Burger', 9), ('Chicken', 8), ('Fries', 1)]",892.4,-37.8156656,144.9654653,0,7.681,16.2320146
ORDC02881,2021-12-28,20:00:00,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 10), ('Shrimp', 10), ('Pasta', 8)]",1520.0,-37.8178338,144.9564637,0,8.9,14.562301
ORDA08724,2021-05-27,12:43:56,Lunch,BK,"[('Chicken', 2), ('Salad', 8), ('Fries', 5), ('Burger', 2), ('Steak', 9)]",728.6,-37.8208689,144.9671895,0,7.903,13.8540695
ORDB03737,2021-01-02,08:00:00,Breakfast,TP,"[('Pancake', 1), ('Coffee', 6), ('Eggs', 10), ('Cereal', 10)]",465.25,-37.8028873,144.9682009,1,9.643,6.4593235
ORDA05036,2021-12-29,20:00:00,Dinner,BK,"[('Shrimp', 5), ('Pasta', 9), ('Fish&Chips', 10), ('Salmon', 6)]",1113.5,-37.8187356,144.9166239,0,11.951,19.1720956
ORDX01148,2021-06-07,13:14:21,Lunch,BK,"[('Burger', 4), ('Chicken', 9), ('Fries', 2), ('Steak', 1)]",481.0,-37.8067029,144.9588676,0,7.874,14.1442418
ORDZ03041,2021-05-13,12:23:39,Lunch,NS,"[('Steak', 7), ('Salad', 3), ('Chicken', 5), ('Fries', 9), ('Burger', 7)]",851.6,-37.8159881,144.9662227,0,8.174,13.8414615
ORDY02833,2021-01-01,08:00:00,Breakfast,TP,"[('Cereal', 4), ('Pancake', 8), ('Eggs', 1), ('Coffee', 4)]",301.0,-37.8109583,144.9400646,1,10.155,6.5825158
ORDK00644,2021-10-12,17:27:53,Dinner,BK,"[('Shrimp', 10), ('Salmon', 9), ('Pasta', 7), ('Fish&Chips', 8)]",1381.5,-37.8121858,144.9442356,0,10.747,17.6137938
ORDB07920,2021-08-11,15:16:03,Lunch,TP,"[('Chicken', 9), ('Fries', 9)]",396.0,-37.8139932,144.9601685,0,8.344,11.596716
ORDA04413,2021-10-01,16:57:27,Dinner,BK,"[('Salmon', 5), ('Pasta', 9)]",452.5,-37.8066172,144.9545023,0,8.289,14.9586422
ORDC01345,2021-07-16,14:25:21,Lunch,NS,"[('Steak', 7), ('Salad', 6), ('Fries', 1), ('Burger', 1)]",461.2,-37.8160839,144.9724101,0,7.903,13.8805827
ORDY08042,2021-07-24,14:45:38,Lunch,TP,"[('Steak', 1), ('Chicken', 5), ('Burger', 1), ('Salad', 1), ('Fries', 2)]",277.2,-37.820832,144.9562063,0,8.071,13.3272112
ORDA07595,2021-02-10,09:21:07,Breakfast,BK,"[('Coffee', 1), ('Cereal', 5)]",105.5,-37.8076298,145.0076639,0,3.793,8.6453265
ORDJ08222,2021-04-14,11:22:49,Breakfast,TP,"[('Coffee', 3), ('Cereal', 10), ('Pancake', 6)]",350.0,-37.8263573,144.9859921,0,9.239,11.8972752
ORDC10132,2021-07-14,14:25:21,Lunch,NS,"[('Steak', 4), ('Salad', 7), ('Fries', 10), ('Chicken', 2)]",484.4,-37.8166388,144.9839194,0,8.728,13.9202442
ORDK00390,2021-01-23,08:40:33,Breakfast,BK,"[('Eggs', 3), ('Coffee', 3), ('Pancake', 6), ('Cereal', 3)]",273.0,-37.8197635,144.9743772,0,7.621,14.5041974
ORDA03329,2021-01-01,08:00:00,Breakfast,BK,"[('Cereal', 1), ('Eggs', 9)]",209.0,-37.8240968,144.9307186,1,11.896,8.1898356
ORDK02303,2021-05-06,12:03:22,Lunch,BK,"[('Salad', 10), ('Chicken', 8), ('Burger', 8), ('Steak', 10), ('Fries', 5)]",1186.0,-37.809304,144.9728542,0,6.658,12.4452612
ORDJ03820,2021-02-27,09:51:32,Breakfast,TP,"[('Pancake', 4), ('Eggs', 8), ('Cereal', 5), ('Coffee', 10)]",412.0,-37.8221849,144.9515765,0,8.513,12.732878
ORDA10792,2021-01-12,08:20:16,Breakfast,BK,"[('Eggs', 2), ('Pancake', 5)]",153.25,-37.8172224,144.9490057,1,9.158,7.1371738
ORDA03659,2021-09-29,16:57:27,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 6), ('Salmon', 1), ('Pasta', 4)]",739.0,-37.8048374,144.9578248,0,7.994,15.2363357
ORDB09133,2021-08-21,15:36:20,Lunch,TP,"[('Burger', 7), ('Steak', 2), ('Salad', 8), ('Fries', 2)]",468.6,-37.8132178,144.9627761,0,8.135,13.0430773
ORDZ05708,2021-05-01,11:53:14,Breakfast,NS,"[('Eggs', 3), ('Pancake', 6), ('Coffee', 10), ('Cereal', 1)]",271.5,-37.8044722,144.9256083,0,10.748,8.869355
ORDX09852,2021-08-08,15:16:03,Lunch,BK,"[('Steak', 6), ('Fries', 9), ('Burger', 3), ('Chicken', 4), ('Salad', 3)]",650.6,-37.8190526,144.9655128,0,7.729,16.0233543
ORDA04573,2021-02-25,09:41:24,Breakfast,BK,"[('Eggs', 7), ('Coffee', 2), ('Pancake', 1), ('Cereal', 7)]",320.25,-37.8189898,144.963902,0,7.804,12.3899848
ORDA03452,2021-08-18,15:36:20,Lunch,BK,"[('Burger', 4), ('Fries', 2), ('Chicken', 3), ('Salad', 4), ('Steak', 7)]",627.8,-37.8188215,144.9609483,0,8.06,13.8987231
ORDA00113,2021-11-17,18:38:52,Dinner,BK,"[('Shrimp', 8), ('Salmon', 3)]",555.0,-37.8122772,144.9513979,0,8.686,15.3997349
ORDX01592,2021-11-12,18:28:43,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 8), ('Shrimp', 6), ('Pasta', 2)]",741.0,-37.8060724,144.9389057,0,9.67,16.6433218
ORDK03881,2021-05-11,12:13:31,Lunch,BK,"[('Fries', 2), ('Chicken', 1), ('Salad', 3), ('Steak', 10), ('Burger', 9)]",836.6,-37.8184127,144.9641682,0,7.726,13.365917
ORDJ03994,2021-02-19,09:31:16,Breakfast,TP,"[('Coffee', 1), ('Eggs', 6)]",131.5,-37.8070731,144.9596733,0,9.046,11.2619153
ORDY08292,2021-03-19,10:32:06,Breakfast,TP,"[('Cereal', 4), ('Coffee', 5), ('Pancake', 1)]",129.75,-37.8119739,144.986043,0,9.613,11.7261769
ORDB05780,2021-08-03,15:05:54,Lunch,TP,"[('Burger', 6), ('Fries', 6)]",258.0,-37.8028608,144.9604682,0,9.379,12.6885019
ORDC06807,2021-06-02,13:04:13,Lunch,NS,"[('Salad', 8), ('Burger', 7), ('Fries', 5)]",414.6,-37.8071927,144.9569986,0,7.975,13.2834063
ORDY07834,2021-09-17,16:37:10,Dinner,TP,"[('Fish&Chips', 9), ('Shrimp', 8)]",747.0,-37.806973,145.0055785,0,12.058,15.8688032
ORDB04007,2021-08-25,15:46:28,Lunch,TP,"[('Salad', 5), ('Steak', 9), ('Chicken', 5), ('Burger', 1)]",682.0,-37.8264328,144.9978078,0,10.115,13.0322082
ORDZ07104,2021-07-06,14:05:04,Lunch,NS,"[('Steak', 3), ('Chicken', 10), ('Burger', 7), ('Fries', 10), ('Salad', 1)]",809.2,-37.8141568,144.9446599,0,9.275,14.7156265
ORDC10935,2021-07-09,14:15:12,Lunch,NS,"[('Burger', 5), ('Chicken', 5), ('Steak', 3), ('Fries', 1), ('Salad', 10)]",634.0,-37.8218412,144.96271,0,9.121,15.2315543
ORDB02482,2021-11-02,18:08:27,Dinner,TP,"[('Salmon', 9), ('Fish&Chips', 3), ('Pasta', 1)]",501.5,-37.8080273,144.9932736,0,10.762,14.6028414
ORDX07591,2021-08-08,15:16:03,Lunch,BK,"[('Fries', 1), ('Salad', 10), ('Steak', 7)]",499.0,-37.8185853,144.9671835,0,7.553,15.3199914
ORDJ00089,2021-04-04,11:02:32,Breakfast,TP,"[('Coffee', 3), ('Cereal', 5)]",116.5,-37.8233203,144.9351962,0,10.015,13.8657643
ORDX06491,2021-11-04,18:08:27,Dinner,BK,"[('Pasta', 5), ('Salmon', 1), ('Shrimp', 3), ('Fish&Chips', 1)]",375.5,-37.8187257,144.9532843,0,8.807,15.2518587
ORDJ06656,2021-09-28,16:57:27,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 10), ('Pasta', 5), ('Salmon', 1)]",690.5,-37.8077118,144.948219,0,9.714,13.9090529
ORDB09057,2021-10-16,17:27:53,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 3)]",232.0,-37.8126709,144.9426601,0,9.866,15.3730601
ORDC05061,2021-04-03,11:02:32,Breakfast,NS,"[('Coffee', 1), ('Pancake', 5)]",116.75,-37.8034476,144.9700436,0,6.41,13.1315235
ORDI03273,2021-02-11,09:21:07,Breakfast,NS,"[('Pancake', 9), ('Coffee', 8), ('Cereal', 7), ('Eggs', 3)]",447.25,-37.822465,145.0058954,0,10.969,16.0478845
ORDI03318,2021-03-10,10:11:49,Breakfast,NS,"[('Cereal', 6), ('Coffee', 5), ('Pancake', 5)]",258.75,-37.7997444,144.9685314,0,6.367,11.8244144
ORDB09233,2021-10-19,17:38:01,Dinner,TP,"[('Salmon', 2), ('Shrimp', 5)]",352.0,-37.8044801,144.9681961,0,9.531,13.8025785
ORDA05368,2021-11-01,18:08:27,Dinner,BK,"[('Salmon', 7), ('Fish&Chips', 5), ('Shrimp', 5), ('Pasta', 2)]",787.0,-37.8117664,144.9638161,0,7.505,14.1010946
ORDC02870,2021-04-03,11:02:32,Breakfast,NS,"[('Pancake', 6), ('Cereal', 10)]",333.5,-37.8156604,144.9389514,0,9.919,16.2178112
ORDK00036,2021-09-18,16:37:10,Dinner,BK,"[('Salmon', 8), ('Pasta', 2), ('Fish&Chips', 10)]",733.0,-37.8024388,144.9482868,0,8.905,18.8608815
ORDZ10185,2021-04-02,11:02:32,Breakfast,NS,"[('Coffee', 1), ('Eggs', 4), ('Cereal', 1), ('Pancake', 4)]",198.5,-37.8076532,144.9893385,0,8.3,12.9885193
ORDI01804,2021-01-08,08:10:08,Breakfast,NS,"[('Pancake', 1), ('Cereal', 4), ('Coffee', 6), ('Eggs', 2)]",177.25,-37.8042124,144.9603782,1,7.348,6.0471258
ORDI05730,2021-10-03,17:07:36,Dinner,NS,"[('Pasta', 2), ('Shrimp', 10)]",595.0,-37.8071447,144.9449979,0,9.087,17.6266009
ORDI08509,2021-04-26,11:43:05,Breakfast,NS,"[('Cereal', 4), ('Coffee', 9), ('Pancake', 10), ('Eggs', 9)]",541.0,-37.8051492,144.9294548,0,10.436,15.644176
ORDA02436,2021-12-06,19:09:17,Dinner,BK,"[('Pasta', 10), ('Shrimp', 3)]",437.0,-37.8169463,144.9533552,0,8.654,15.4355009
ORDZ04740,2021-05-18,12:33:48,Lunch,NS,"[('Salad', 9), ('Chicken', 1), ('Burger', 4)]",310.8,-37.8183275,144.9615248,0,8.919,14.7718477
ORDA03068,2021-09-04,16:06:45,Dinner,BK,"[('Salmon', 3), ('Shrimp', 4), ('Pasta', 8), ('Fish&Chips', 2)]",629.0,-37.8189711,144.9519944,0,8.934,18.5634401
ORDZ10635,2021-11-23,18:49:00,Dinner,NS,"[('Pasta', 5), ('Fish&Chips', 10), ('Shrimp', 7), ('Salmon', 7)]",1152.5,-37.8204609,144.9769777,0,8.872,14.6184585
ORDC04349,2021-06-19,13:34:38,Lunch,NS,"[('Salad', 4), ('Burger', 6), ('Chicken', 2), ('Fries', 6)]",390.8,-37.8048861,144.9586631,0,7.613,15.1146233
ORDY08547,2021-02-15,09:21:07,Breakfast,TP,"[('Eggs', 7), ('Cereal', 1)]",167.0,-37.8214735,144.9627589,0,7.412,10.7949712
ORDC01838,2021-08-10,15:16:03,Lunch,NS,"[('Salad', 1), ('Steak', 10), ('Chicken', 1), ('Fries', 2), ('Burger', 9)]",802.2,-37.8022735,144.9661795,0,6.638,11.814111
ORDI07636,2021-05-27,12:43:56,Lunch,NS,"[('Fries', 7), ('Burger', 7), ('Chicken', 6), ('Steak', 10)]",943.0,-37.8116662,144.9902029,0,8.908,14.5793397
ORDY05437,2021-07-29,14:55:46,Lunch,TP,"[('Fries', 1), ('Steak', 6), ('Burger', 1)]",313.0,-37.8008752,144.9929336,0,11.282,14.6085019
ORDJ09527,2021-06-14,13:24:30,Lunch,TP,"[('Salad', 4), ('Steak', 8), ('Chicken', 3), ('Burger', 3), ('Fries', 7)]",701.8,-37.8247737,144.9823885,0,8.794,11.5941327
ORDY00775,2021-01-30,08:50:42,Breakfast,TP,"[('Coffee', 2), ('Cereal', 9), ('Pancake', 9), ('Eggs', 6)]",517.25,-37.8034568,144.9945629,0,11.151,15.5256885
ORDZ08204,2021-04-10,11:12:40,Breakfast,NS,"[('Cereal', 3), ('Coffee', 5)]",87.5,-37.819713,144.9825629,0,9.022,15.7614158
ORDX09541,2021-06-21,13:34:38,Lunch,BK,"[('Salad', 3), ('Fries', 5), ('Steak', 10), ('Chicken', 4), ('Burger', 9)]",968.6,-37.8058648,144.9559691,0,8.064,13.3140702
ORDJ01492,2021-03-22,10:32:06,Breakfast,TP,"[('Cereal', 2), ('Coffee', 4), ('Eggs', 10)]",272.0,-37.8006258,144.981972,0,10.468,12.3243935
ORDX01204,2021-08-27,15:56:37,Lunch,BK,"[('Fries', 1), ('Chicken', 6), ('Salad', 10)]",376.0,-37.8019786,145.0033973,0,5.274,5.73837685
ORDZ10836,2021-11-01,18:08:27,Dinner,NS,"[('Pasta', 5), ('Shrimp', 4)]",353.5,-37.8112864,144.9730165,0,7.421,13.5426038
ORDX08185,2021-10-04,17:07:36,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 8), ('Salmon', 10), ('Shrimp', 7)]",1183.0,-37.8044502,144.9527726,0,8.484,23.6566422
ORDX08926,2021-03-19,10:32:06,Breakfast,BK,"[('Coffee', 1), ('Pancake', 6), ('Eggs', 2)]",181.0,-37.8120936,144.9886721,0,5.345,10.1206933
ORDK08416,2021-08-21,15:36:20,Lunch,BK,"[('Fries', 1), ('Chicken', 10)]",332.0,-37.8141982,144.9632276,0,7.722,15.9313801
ORDK00578,2021-01-14,08:20:16,Breakfast,BK,"[('Eggs', 2), ('Pancake', 2), ('Cereal', 7)]",226.5,-37.8234498,144.9770781,1,7.342,6.4190941
