order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB01656,2021-03-20,10:32:06,Breakfast,TP,"[('Cereal', 7), ('Eggs', 4), ('Chicken', 10), ('Coffee', 5)]",474.0,-37.803912,144.9885591,0,10.578,14.6352128
ORDB05584,2021-06-01,12:54:05,Lunch,TP,"[('Steak', 9), ('Chicken', 10), ('Salad', 8), ('Burger', 10)]",1172.6,-37.805261,144.9417484,0,10.347,13.0206521
ORDC01991,2021-04-11,11:12:40,Breakfast,NS,"[('Eggs', 1), ('Cereal', 3), ('Coffee', 4), ('Pancake', 7)]",258.75,-37.8210808,144.983917,0,9.205,16.3875138
ORDC06327,2021-08-08,15:16:03,Lunch,NS,"[('Steak', 1), ('Salad', 10), ('Chicken', 2)]",281.0,-37.8189643,144.9525952,0,9.297,16.5356387
ORDJ06698,2021-01-12,08:20:16,Breakfast,TP,"[('Cereal', 1), ('Eggs', 7)]",167.0,-37.7882593,144.9292392,1,12.611,7.4289021
ORDZ05420,2021-11-18,18:38:52,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 6), ('Pasta', 2)]",441.0,-37.8125065,144.9532631,0,8.511,14.3371394
ORDC05661,2021-03-10,10:11:49,Breakfast,NS,"[('Pancake', 10), ('Cereal', 5), ('Coffee', 3)]",339.0,-37.8250542,144.9985609,0,10.5,15.7224155
ORDY04383,2021-06-09,13:14:21,Lunch,TP,"[('Burger', 10), ('Chicken', 6), ('Steak', 6), ('Salad', 7)]",892.4,-37.8007446,145.0036389,0,12.272,15.5636847
ORDB08365,2021-07-19,14:35:29,Lunch,TP,"[('Salad', 4), ('Burger', 7), ('Fries', 1)]",297.8,-37.8185975,145.0049724,0,11.067,14.0315092
ORDJ11085,2021-03-15,10:21:58,Breakfast,TP,"[('Cereal', 3), ('Eggs', 2)]",102.0,-37.8016349,144.9825883,0,10.42,13.3515359
ORDJ08036,2021-10-25,17:48:10,Dinner,TP,"[('Salmon', 8), ('Shrimp', 8), ('Pasta', 8)]",980.0,-37.8226509,144.9984341,1,10.306,14.3876873
ORDA06197,2021-10-09,17:17:44,Dinner,BK,"[('Pasta', 4), ('Salmon', 10), ('Fish&Chips', 7), ('Shrimp', 8)]",1197.0,-37.8119302,144.9621178,0,7.686,16.9661847
ORDJ04650,2021-03-27,10:42:15,Breakfast,TP,"[('Pancake', 6), ('Coffee', 7)]",172.0,-37.8111528,144.9995624,0,10.972,14.7257805
ORDI11062,2021-09-30,16:57:27,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 10)]",445.0,-37.805393,144.9576625,0,7.819,13.6674973
ORDJ06291,2021-08-07,15:16:03,Lunch,TP,"[('Burger', 5), ('Steak', 1), ('Chicken', 4), ('Salad', 2)]",362.4,-37.8199725,144.9537791,0,8.45,13.3217063
ORDZ01834,2021-09-02,16:06:45,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 1), ('Pasta', 2)]",468.0,-37.8007984,145.0054278,0,9.447,15.1825123
ORDA05175,2021-08-22,15:46:28,Lunch,BK,"[('Fries', 1), ('Chicken', 8), ('Steak', 8)]",628.0,-37.8228688,144.9557457,0,8.734,16.7534519
ORDB09004,2021-05-23,12:43:56,Lunch,TP,"[('Salad', 3), ('Steak', 2), ('Chicken', 7), ('Burger', 10)]",675.6,-37.8145205,144.9465383,0,9.43,14.0210188
ORDZ06672,2021-08-06,15:05:54,Lunch,NS,"[('Chicken', 3), ('Salad', 8), ('Burger', 6), ('Steak', 3)]",554.6,-37.8251397,144.9483501,0,10.177,15.6316192
ORDB09394,2021-03-04,10:01:41,Breakfast,TP,"[('Cereal', 4), ('Pancake', 10), ('Eggs', 5)]",407.5,-37.8105489,144.9358484,0,10.581,13.4383281
ORDZ09456,2021-12-01,19:09:17,Dinner,NS,"[('Salmon', 4), ('Shrimp', 6), ('Fish&Chips', 2)]",558.0,-37.8178937,144.9330515,0,9.691,15.3817076
ORDB06412,2021-11-13,18:28:43,Dinner,TP,"[('Salmon', 7), ('Shrimp', 8)]",719.0,-37.7990373,144.9326219,0,11.53,16.4654769
ORDA08036,2021-07-02,14:05:04,Lunch,BK,"[('Fries', 7), ('Chicken', 1), ('Burger', 8)]",364.0,-37.8233768,144.969933,0,7.983,14.0155626
ORDY03296,2021-10-01,16:57:27,Dinner,TP,"[('Salmon', 7), ('Fish&Chips', 3), ('Pasta', 5), ('Shrimp', 10)]",1069.5,-37.8056528,144.9510829,0,8.282,13.9043859
ORDA06575,2021-07-21,14:35:29,Lunch,BK,"[('Fries', 4), ('Salad', 8), ('Steak', 4), ('Chicken', 1)]",397.6,-37.8163233,145.0085808,0,3.846,10.0055302
ORDJ08136,2021-08-18,15:36:20,Lunch,TP,"[('Fries', 7), ('Salad', 8), ('Burger', 4), ('Chicken', 7), ('Steak', 9)]",974.6,-37.8154287,144.9665185,0,7.976,11.6874345
ORDC06313,2021-03-03,10:01:41,Breakfast,NS,"[('Cereal', 9), ('Pancake', 5), ('Eggs', 7)]",438.25,-37.8005905,144.9395035,0,9.045,13.956807
ORDY02258,2021-11-20,18:38:52,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 6), ('Pasta', 2), ('Shrimp', 8)]",1048.0,-37.8210266,144.9987388,0,10.456,16.1811133
ORDX08626,2021-03-27,10:42:15,Breakfast,BK,"[('Eggs', 6), ('Cereal', 7)]",266.0,-37.8213317,144.9934512,0,5.653,12.7179137
ORDJ04470,2021-02-06,09:10:59,Breakfast,TP,"[('Eggs', 7), ('Cereal', 6)]",267.0,-37.817662,144.9704051,0,8.031,12.0096526
ORDK00012,2021-01-09,08:10:08,Breakfast,BK,"[('Eggs', 10), ('Coffee', 8)]",254.0,-37.8189174,144.9823778,1,6.531,6.9033185
ORDZ08391,2021-02-16,09:31:16,Breakfast,NS,"[('Eggs', 9), ('Coffee', 7)]",227.5,-37.814037,144.9719607,0,7.805,12.7649217
ORDZ01879,2021-03-17,10:21:58,Breakfast,NS,"[('Eggs', 7), ('Cereal', 8), ('Coffee', 5)]",334.5,-37.8014809,144.9738913,0,6.452,11.6594247
ORDJ09600,2021-12-04,19:09:17,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 8), ('Salmon', 3), ('Shrimp', 9)]",1136.5,-37.8175449,144.9590781,0,7.952,13.8404702
ORDC00843,2021-09-12,16:27:02,Dinner,NS,"[('Shrimp', 5), ('Pasta', 7), ('Salmon', 2), ('Fish&Chips', 7)]",789.5,-37.8068807,144.974953,0,7.102,15.2370743
ORDA10841,2021-12-21,19:39:43,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 1), ('Salmon', 4)]",361.0,-37.807154,144.9600704,0,7.705,14.1508918
ORDI04574,2021-01-28,08:50:42,Breakfast,NS,"[('Eggs', 8), ('Cereal', 8)]",328.0,-37.8103275,145.0098579,0,10.348,15.2537572
ORDA04788,2021-09-15,16:27:02,Dinner,BK,"[('Salmon', 6), ('Shrimp', 2), ('Pasta', 7)]",546.5,-37.809039,144.9719353,0,7.233,14.6184322
ORDC10415,Thu Aug 12 00:00:00 2021,15:26:11,Lunch,NS,"[('Chicken', 1), ('Fries', 1), ('Steak', 2), ('Salad', 7), ('Burger', 7)]",471.4,-37.8246871,145.0058273,0,11.165,16.7418095
ORDC08786,2021-09-09,16:16:54,Dinner,NS,"[('Pasta', 7), ('Shrimp', 2)]",300.5,-37.8113935,145.0014914,0,9.658,16.0813846
ORDX07246,2021-11-05,18:08:27,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 4)]",566.0,-37.8188951,144.9531288,0,8.813,16.0398301
ORDA02772,2021-09-14,16:27:02,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 3), ('Salmon', 1)]",438.5,-37.8271878,144.9940192,0,7.087,14.2611813
ORDZ00396,2021-05-12,12:13:31,Lunch,NS,"[('Burger', 7), ('Steak', 5), ('Chicken', 2), ('Fries', 9), ('Salad', 1)]",631.2,-37.8187462,144.9704251,0,8.385,13.8891835
ORDZ08572,2021-10-02,17:07:36,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 9), ('Shrimp', 1), ('Pasta', 6)]",821.0,-37.8100895,144.9478642,0,8.887,16.952351
ORDY06884,2021-08-16,15:26:11,Lunch,TP,"[('Fries', 5), ('Salad', 4)]",128.8,-37.8146899,144.9690651,0,8.215,12.0612466
ORDX08514,2021-05-16,12:23:39,Lunch,BK,"[('Burger', 2), ('Fries', 8), ('Salad', 9), ('Steak', 8), ('Chicken', 8)]",928.8,-37.814711,144.9635619,0,7.765,16.631692
ORDZ01200,2021-04-03,11:02:32,Breakfast,NS,"[('Cereal', 9), ('Coffee', 10), ('Eggs', 5), ('Pancake', 9)]",540.25,-37.8049443,144.9733423,0,6.763,13.9413911
ORDC07390,2021-12-02,19:09:17,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 5)]",230.0,-37.8144874,144.943067,0,9.444,15.817257
ORDI07579,2021-04-02,11:02:32,Breakfast,NS,"[('Eggs', 8), ('Coffee', 9)]",217.5,-37.80023,145.0137188,0,10.276,14.7454597
ORDY04043,2021-03-26,10:42:15,Breakfast,TP,"[('Eggs', 2), ('Cereal', 8), ('Coffee', 6)]",235.0,-37.8103472,144.9836492,0,9.519,11.8731868
ORDJ06892,2021-11-23,18:49:00,Dinner,TP,"[('Shrimp', 3), ('Salmon', 8)]",490.0,-37.8204943,144.9771843,0,8.726,12.5786673
ORDX01747,2021-07-30,14:55:46,Lunch,BK,"[('Steak', 8), ('Chicken', 1)]",392.0,-37.8164425,144.9373646,0,10.039,15.7669665
ORDY06180,2021-06-27,13:44:47,Lunch,TP,"[('Burger', 9), ('Steak', 6), ('Fries', 5), ('Salad', 3)]",660.6,-37.8030858,144.950326,0,9.963,14.9752421
ORDJ05327,2021-04-04,11:02:32,Breakfast,TP,"[('Coffee', 6), ('Cereal', 5), ('Pancake', 4)]",222.0,-37.8231326,144.9375605,0,9.767,13.6862799
ORDJ07832,2021-04-08,11:12:40,Breakfast,TP,"[('Cereal', 5), ('Pancake', 3), ('Eggs', 5), ('Coffee', 5)]",299.25,-37.8105056,144.9376672,1,10.392,13.2729347
ORDA01944,2021-03-31,10:52:23,Breakfast,BK,"[('Pancake', 7), ('Eggs', 5)]",260.75,-37.7989322,144.944273,0,9.487,14.4878649
ORDJ03065,2021-10-26,17:48:10,Dinner,TP,"[('Salmon', 3), ('Shrimp', 5), ('Fish&Chips', 4)]",533.0,-37.8171905,144.9645271,0,7.665,11.9398463
ORDZ01472,2021-09-30,16:57:27,Breakfast,NS,"[('Pasta', 2), ('Fish&Chips', 1), ('Shrimp', 10)]",630.0,-37.8086645,144.9507317,0,8.617,14.9206879
ORDA10842,2021-04-23,11:43:05,Breakfast,BK,"[('Cereal', 3), ('Coffee', 2), ('Pancake', 9), ('Eggs', 9)]",460.25,-37.8161132,144.9510539,0,9.794,14.8060941
ORDI00240,2021-12-25,19:49:51,Dinner,NS,"[('Salmon', 8), ('Pasta', 6)]",493.0,-37.8245778,145.0111849,0,11.561,19.2813417
ORDX07549,2021-01-07,08:10:08,Breakfast,BK,"[('Eggs', 1), ('Coffee', 4), ('Pancake', 2)]",87.5,-37.8255903,144.9455491,1,9.642,7.5141939
ORDI03799,2021-05-08,12:13:31,Lunch,NS,"[('Salad', 3), ('Fries', 8), ('Steak', 6)]",417.6,-37.8238195,144.9560591,0,9.618,17.0798987
ORDA10549,2021-06-27,13:44:47,Lunch,BK,"[('Fries', 9), ('Chicken', 3), ('Steak', 2), ('Burger', 3)]",387.0,-37.8030593,144.9500877,0,8.695,17.2669465
ORDI04662,2021-10-05,17:07:36,Dinner,tp,"[('Fish&Chips', 8), ('Salmon', 8), ('Pasta', 10), ('Shrimp', 10)]",1423.0,-37.8008765,144.9541201,0,7.685,13.7391019
ORDB00773,2021-01-19,08:30:25,Breakfast,TP,"[('Coffee', 5), ('Cereal', 1), ('Eggs', 5)]",152.5,-37.8142011,144.9609802,0,8.368,11.3651311
ORDA03580,2021-09-23,16:47:19,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 10)]",550.0,-37.8124603,144.9880446,0,5.43,12.1862398
ORDZ08920,2021-06-04,13:04:13,Lunch,NS,"[('Salad', 6), ('Steak', 5)]",328.2,-37.8152139,144.9355033,0,10.073,15.1767379
ORDY10283,2021-09-25,16:47:19,Dinner,TP,"[('Shrimp', 4), ('Fish&Chips', 9), ('Salmon', 8)]",859.0,-37.8088924,144.9566061,0,9.075,14.8537877
ORDI04483,2021-01-11,08:20:16,Breakfast,NS,"[('Eggs', 9), ('Pancake', 4), ('Coffee', 2), ('Cereal', 4)]",369.0,-37.8246282,144.9893415,1,9.683,7.2004031
ORDY10397,2021-05-02,11:53:14,Breakfast,TP,"[('Pancake', 1), ('Cereal', 8), ('Eggs', 2)]",224.25,-37.8083751,144.9288036,0,11.863,15.8554262
ORDJ01182,2021-04-26,11:43:05,Breakfast,TP,"[('Eggs', 9), ('Coffee', 7)]",227.5,-37.8080896,144.9342439,0,10.703,13.0754125
ORDX06352,2021-08-02,09:10:59,Breakfast,BK,"[('Pancake', 1), ('Coffee', 6), ('Eggs', 6), ('Cereal', 4)]",261.25,-37.8164807,144.9920155,0,5.372,10.4178129
ORDA06368,2021-09-20,16:37:10,Dinner,BK,"[('Salmon', 4), ('Pasta', 1), ('Fish&Chips', 9)]",506.5,-37.8066267,144.9323806,0,10.364,17.6567884
ORDI01509,2021-12-14,19:29:34,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 1), ('Salmon', 8), ('Shrimp', 4)]",799.0,-37.8135037,144.968585,0,7.706,13.6461613
ORDY09941,2021-08-11,15:16:03,Lunch,TP,"[('Fries', 3), ('Steak', 9)]",441.0,-37.801299,145.0011591,0,11.972,14.631393
ORDC06372,2021-12-29,20:00:00,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 8), ('Salmon', 4), ('Shrimp', 6)]",960.5,-37.8028836,144.966495,0,6.664,12.5241921
ORDJ01216,2021-03-02,09:51:32,Breakfast,TP,"[('Pancake', 8), ('Cereal', 10)]",378.0,-37.8000195,145.0055703,0,12.416,14.9868838
ORDY01190,2021-07-13,14:25:21,Lunch,TP,"[('Steak', 5), ('Burger', 8)]",473.0,-37.8042332,144.9939455,0,11.042,14.1253826
